"ID_PROD",0	"CATEGORIA",0	"SUBCATEGORIA",0	"NOMBRE",0	"DESCRIPCION",0	"MARCA",0	"UNIDCOMP",0	"PRECOSTO",1	"PREVENTA",1	"STOCK",1	"TPREPAR",1	"FECCRE",2	"FECMOD",2	"ACTIVO",0	"PROVEE",0
6925410800511	COUNTER	LIBRERIA		Clip de Colores (delfín)			0	3.5	2	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
0002457893	COCINA	PASTELERIA		Queque			0	1.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750082012165	COUNTER	LIBRERIA		Clip Mariposa (Sujetador) -binder			0	0.5	6	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
0001234567	COUNTER	LIBRERIA		Laminas Escolares			0	4	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
00012345678	COUNTER	LIBRERIA		Tecnopor - Variado			0	3	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750670000550	COUNTER	GASEOSA		Pulp - Botella Vidrio			0	1.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
SER05	COUNTER	SERVIC		Espiralado			0	3	725	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
0003	COUNTER	SERVIC		Corte - Guillotina			0	1	993	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
3013016872032	COUNTER	LIBRERIA		Mini Engrampador Ove 			0	4.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7754111004299	COUNTER	LIBRERIA		Mini Engrapador  Artesco		docena	3.33333333333333	4.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7754005016834	COUNTER	LIBRERIA		Masking Tape  1 1/2  x  15 yds		Docena o fracción	2.16666666666667	3.5	10	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7891360621676	COUNTER	LIBRERIA		Colores Grande Faber Castell			0	8.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750082042674	COUNTER	LIBRERIA		Lapiz Grafito - Artesco			0	1	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7754806000025	COUNTER	LIBRERIA		Engrampador Alleanza			0	5.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750212044714	COUNTER	LIBRERIA		Cuaderno A4 - Navarrete			0	4	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750082006959	COUNTER	LIBRERIA		Tampon Chico- Artesco			0	3.8	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7755873142984	COUNTER	LIBRERIA		Cuaderno Espiralado - Shark			0	12	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750215014021	COUNTER	LIBRERIA		Cuadernno luxe			0	6	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750212048163	COUNTER	LIBRERIA		Cuaderno Theme Book			0	6	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PAL001	COUNTER	LIBRERIA		Palitos de Chupete (bolsita de aprox. 32)		Bolsa de 12 bolsitas	0.375	1.5	12	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PAL002	COUNTER	LIBRERIA		Paquete de Baja Lengua			0	5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PINCEL001	COUNTER	LIBRERIA		Pinceles Variados			0	3	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PROY001	COUNTER	LIBRERIA		Proyecto Escolar - Timbre Eléctrico			0	30	1	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PROY002	COUNTER	LIBRERIA		Proyecto Escolar - Disco de Newton			0	30	1	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PROY004	COUNTER	LIBRERIA		Proyecto Escolar - Robot hexápodo			0	60	1	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PROY003	COUNTER	LIBRERIA		Proyecto Escolar - Generador de Electricidad			0	40	1	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PROY005	COUNTER	LIBRERIA		Proyecto Escolar - Energía Solar (reloj)			0	25	1	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PROY006	COUNTER	LIBRERIA		Proyecto Escolar - Garra Electrónica			0	55	1	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
PROY007	COUNTER	LIBRERIA		Proyecto Escolar - Amplificador de Rádio			0	60	1	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750082010246	COUNTER	LIBRERIA		Sacagrapas Artesco 			0	2.5	1	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750082007543	COUNTER	LIBRERIA		Goma en barra - Artesco 8gr		Docena	0.833333333333333	1.5	26	0	1899:12:30:00:00:00	2017:05:05:00:00:00	V	
7754005009072	COUNTER	LIBRERIA		Goma en barra - Pegafan 25gr			0	3	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
3013017335468	COUNTER	LIBRERIA		Colores Chico - Ove			0	4.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7754005008556	COUNTER	LIBRERIA		Cola Sintética - Pegafan 60g			0	2	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7754005008549	COUNTER	LIBRERIA		Cola Sintética - Pegafan 130g			0	3	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750082208865	COUNTER	LIBRERIA		Corrector (Liquid) Artesco 9 ml 			0	3	-1	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7622300116521	COUNTER	SNACK		Galleta Ritz		bolsa de 6	0.42	0.7	7	0	2017:04:20:15:50:03	2017:04:20:15:50:03	V	
7622300124526	COUNTER	SNACK		Galleta Ritz Queso		bolsa de 6	0.531666666666667	0.8	6	0	2017:04:20:15:48:48	2017:04:20:15:48:48	V	
7613035754485	COUNTER	SNACK		Galleta Morocha - Doble Placer			0	1.3	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
00299882119	COUNTER	SNACK		Galleta Chokis (Chokchis)		Paq. de 6	0.72	1	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7802225138802	COUNTER	SNACK		Chicle Grosso			0.168	0.2	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7702024052036	COUNTER	SNACK		Galleta MILO		Paq de 6	0.633333333333333	0.8	0	0	2017:11:07:22:31:55	2017:11:07:22:31:55	V	
#1288	COUNTER	SNACK		Galleta Integral Hony Bran		Paq. de 10	0	0.7	10		2017:12:05:11:34:18	2017:12:05:11:34:18	V	
#276	COUNTER	SNACK		Galleta OREO chocolate	Nabisco	Pag de 6	0.516666666666667	0.7	4	0	2017:04:05:16:09:03	2017:04:05:16:09:03	V	
7750885635011	COUNTER	SNACK		Galleta Chips Chocolate	Costa	Paq. de 6	0.483333333333333	0.7	0	0	2017:04:03:17:35:08	2017:04:03:17:35:08	V	
7750885610247	COUNTER	SNACK		Galleta Tuareg- Costa			0	0.7	0	0	2017:03:02:12:10:42	2017:03:02:12:10:42	V	
7702133005947	COUNTER	SNACK		Galleta Coronita	Field	Paq de 6	0.5	0.7	4	0	2017:06:28:13:52:36	2017:06:28:13:52:36	V	
7622300838355	COUNTER	SNACK		Galleta Charada	Field	Paq de 6	0.505	0.7	6	0	2017:07:08:17:48:57	2017:07:08:17:48:57	V	
22caa18s	COUNTER	SNACK		habas- karinto			0	1.2	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#2780	COUNTER	LIBRERIA		Pila Batería CR2032		Tira de 5	1	2	4		2018:03:08:09:37:52	2018:03:08:09:37:52	V	
7750168799584	COUNTER	SNACK		Cua Cua - Wafer cubierto chocolate	FIELD	Caja de 30	0.423333333333333	0.7	9	0	2017:05:28:16:02:51	2017:05:28:16:02:51	V	
ENVIO01	COUNTER	SERVIC		Envío de Información 			0	1	990	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
FOT10	COUNTER	SERVIC		Fotocopia de DNI			0	0.3	500	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
AVI01	COUNTER	SERVIC		Publicación AVISO A4 x 15 días			0	4	74	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7622300095888	COUNTER	SNACK		Doña Pepa		caja de 30	0.511333333333333	0.7	8	0	2017:05:10:13:58:31	2017:05:10:13:58:31	V	
AVI02	COUNTER	SERVIC		Publicación AVISO A5 x 15 días			0	2	73	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
001254898	COUNTER	SNACK		chupetin GROSSO			0	0.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
OTRO00000	COUNTER	OTRO		OTRO - COUNTER Escriba descripción			0	500.2	1517	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
COC01	COCINA	BEBIDAS		Chupete (Marciano)			0	1	0	0	2017:02:28:18:16:01	2017:02:28:18:16:01	V	
77546128	COUNTER	SNACK		TOPLINE Chicles en barra		Caja de 20 unid	0.375	0.5	0	0	2017:03:02:12:19:53	2017:03:02:12:19:53	V	
LIB001	COUNTER	LIBRERIA		huellero tampón JQ		docena	0.666666666666667	1.5	5	0	2017:03:23:10:41:32	2017:03:23:10:41:32	V	
7750885011983	COUNTER	SNACK		Obsesión Chico 21g	Costa	Paq. de 12	0.316666666666667	0.7	0	0	2017:03:27:22:55:22	2017:03:27:22:55:22	V	
#271	COUNTER	LIBRERIA		Cajita de chinches TOP CREDIT X 50 unid	TOP CREDIT	Caja de 10 cajitas	0.555555555555556	1.2	0	0	2017:03:28:22:29:24	2017:03:28:22:29:24	V	
7750885008105	COUNTER	SNACK		Cañonazo	Costa		0.375	0.7	0	0	2017:04:03:17:55:42	2017:04:03:17:55:42	V	
77542496	COUNTER	SNACK		Muss Cremino	Cremino	Paq de 24	0.407083333333333	0.6	0	0	2017:04:05:16:04:58	2017:04:05:16:04:58	V	
7750670011839	COUNTER	GASEOSA		Pulp Nectar - Caja 315mL		Paq. de 24	0.83	1.2	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
3800084673	COUNTER	SNACK		Pringles Original 37g		unid	3.35	3.7	0	0	2017:04:19:21:13:07	2017:04:19:21:13:07	V	
#284	COUNTER	LIBRERIA		Mouse Logitech M90		unidad	14	18	0	0	2017:04:22:13:29:06	2017:04:22:13:29:06	V	
#285	COUNTER	LIBRERIA		Teclado Logitech K120		unidad	24.5	32	0	0	2017:04:22:13:30:21	2017:04:22:13:30:21	V	
#286	COUNTER	LIBRERIA		Tinta EPSON 664		unidad	29	35	0	0	2017:04:22:13:31:10	2017:04:22:13:31:10	V	
#287	COUNTER	LIBRERIA		Papelógrafo		ciento	0.2	0.7	15	0	2017:04:25:22:32:08	2017:04:25:22:32:08	V	
6940928400329	COUNTER	LIBRERIA		Audífono Halion	HALION	Docena o fracción	15	21	1	0	2017:05:18:10:58:44	2017:05:18:10:58:44	V	
7702133862816	COUNTER	SNACK		Trident - Goma de mascar	ADAMS	Caja de 18	0.716111111111111	1	19	0	2017:05:20:22:39:42	2017:05:20:22:39:42	V	
7750885011778	COUNTER	SNACK		Vizzio - almendras con chocolate 21g	COSTA	Caja de 20	0.775	1.2	0	0	2017:05:20:22:47:21	2017:05:20:22:47:21	V	
7802225510264	COUNTER	SNACK		Bombones Privilegio	ARCOR	Bolsa de 42	0.157142857142857	0.3	0	0	2017:05:25:13:24:01	2017:05:25:13:24:01	V	
01600025	COUNTER	LIBRERIA		Etiquetas para Cuadernos			0	1.8	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
7750885434621	COUNTER	SNACK		Wafer Nik Costa grande	COSTA	Paq. de 6	0.821666666666667	1.2	0	0	2017:06:02:15:58:59	2017:06:02:15:58:59	V	
7895800164501	COUNTER	SNACK		Chiclets Adams Menta		Caja de 100	0.0994	0.2	0	0	2017:06:03:10:55:57	2017:06:03:10:55:57	V	
#296	COUNTER	LIBRERIA		Cargador  de celular USB Power Apapter		docena o fracción	2	5	5	0	2017:06:23:14:44:38	2017:06:23:14:44:38	V	
7613036130714	COUNTER	SNACK		Mix Surtido Chocolate (Sublime, Triangulo, Princesa)	NESTLE	bolsa de 45	0.337777777777778	0.5	19	0	2017:06:13:14:16:08	2017:06:13:14:16:08	V	
6933138600313	COUNTER	LIBRERIA		Cable USB de datos para ANDROID		docena o fracción	10	15	0	0	2017:06:23:14:45:33	2017:06:23:14:45:33	V	
#304	COUNTER	LIBRERIA		Audífono para celular		docena o fracción	2.5	5.5	1	0	2017:07:25:19:21:48	2017:07:25:19:21:48	V	
#300	COUNTER	SNACK		Caramelo HALLS CHERRY		Paq. de 100	0.075	0.2	161	0	2017:08:14:12:00:00	2017:08:14:12:00:00	V	
#3000	COUNTER	SNACK		Trident - Goma de mascar bombonera	ADAMS	Caja de 60	0.105833333333333	0.2	0	0	2017:08:19:12:20:53	2017:08:19:12:20:53	V	
#283	COUNTER	LIBRERIA		Pilas de reloj 1.55V		tira de 10	0.2	1	14	0	2017:09:23:16:38:31	2017:09:23:16:38:31	V	
AVI03	COUNTER	SERVIC		Publicación AVISO A6 x 15 días			0	1	67	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#301	COUNTER	SNACK		Chicle Bubbaloo Fresa		Caja de 70	0.0822857142857143	0.2	0	0	2017:09:15:20:05:25	2017:09:15:20:05:25	V	
#279	COUNTER	SNACK		Panetón Donofrio bolsa		Docena o fracción	19.6	23.5	0	0	2017:10:31:11:19:28	2017:10:31:11:19:28	V	
#1286	COUNTER	GASEOSA		Gaseosa Bio Aloe Uva		Paq de 12	1.56	2	0	0	2017:11:04:13:26:02	2017:11:04:13:26:02	V	
7750670007047	COUNTER	GASEOSA		Gaseosa Big Cola		Paq de 12	0.82	1	11	0	2017:11:23:14:15:16	2017:11:23:14:15:16	V	
7613035612426	COUNTER	SNACK		Mini Morochas Snack		Tira de 8 unid.	0.83	1.2	0	0	2017:11:07:22:25:17	2017:11:07:22:25:17	V	
#2777	COUNTER	SERVIC		Papel fotográfico A4 - 180gr	Milenium	Paq. de 20	0.315	1	8		2018:01:31:19:54:01	2018:01:31:19:54:01	V	
#2791	COUNTER	SNACK		Yogurt Yoleicito		Docena o media docena	0.89	1.2	0		2018:03:10:14:34:05	2018:03:10:14:34:05	V	
0000123456789	COUNTER	LIBRERIA		Escarcha - Sobre 			0.12	0.4	19	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#2811	COUNTER	LIBRERIA		Mica para DNI		Ciento o medio ciento	0.16	0.5	50		2018:03:14:22:04:42	2018:03:14:22:04:42	V	
#2821	COUNTER	LIBRERIA		Mica para Fotocheck		Ciento o medio ciento	0.18	0.6	49		2018:03:14:22:05:04	2018:03:14:22:05:04	V	
7750082007581	COUNTER	LIBRERIA		Plumones Delgados - Artesco			0	6.5	0	0	1899:12:30:00:00:00	1899:12:30:00:00:00	V	
#2830	COUNTER	SERVIC		Papel fotográfico A4 Adhesivo - 120gr	Milenium	Paq. de 20	0.611	2	-2		2018:03:17:20:11:05	2018:03:17:20:11:05	V	
#2832	COUNTER	GASEOSA		Yogurt LAIVE 180gr		Docena o media docena	1	1.2	9		2018:03:22:21:06:59	2018:03:22:21:06:59	V	
#282h	COUNTER	HELADERÍA		Helado Sin Parar		paq. de 18	2.76333333333333	3.5	18		2018:03:23:18:39:31	2018:03:23:18:39:31	V	
#283h	COUNTER	HELADERÍA		Helado Frío Rico Vainilla		paq. de 12	2.79583333333333	3.5	20		2018:03:23:18:40:19	2018:03:23:18:40:19	V	
#284h	COUNTER	HELADERÍA		Helado Mega Almendra		paq. de 16	2.7075	3.5	16		2018:03:23:18:41:29	2018:03:23:18:41:29	V	
#285h	COUNTER	HELADERÍA		Helado Alaska Mago o Fresa		paq. de 30	1.64466666666667	2	29		2018:03:23:18:42:15	2018:03:23:18:42:15	V	
#286h	COUNTER	HELADERÍA		Helado Alaska Mouse Fresa		paq. de 20	2.0555	2.5	20		2018:03:23:19:58:23	2018:03:23:19:58:23	V	
#287h	COUNTER	HELADERÍA		Helado Zombie Pop		paq. de 24	0.800416666666667	1	24		2018:03:23:19:58:48	2018:03:23:19:58:48	V	
#288h	COUNTER	HELADERÍA		Helado Pibe Café		paq. de 24	0.8	1	24		2018:03:23:19:59:39	2018:03:23:19:59:39	V	
#289h	COUNTER	HELADERÍA		Helado Sandwich Mini		paq. de 30	0.801333333333333	1	25		2018:03:23:20:00:05	2018:03:23:20:00:05	V	
#290h	COUNTER	HELADERÍA		Helado Copa K-bana		paq. de 18	1.56666666666667	2	15		2018:03:23:20:00:23	2018:03:23:20:00:23	V	
#291h	COUNTER	HELADERÍA		Helado Jet		paq. de 30	1.20133333333333	1.5	29		2018:03:23:20:05:15	2018:03:23:20:05:15	V	
#292h	COUNTER	HELADERÍA		Helado Huracán		paq. de 20	1.201	1.5	14		2018:03:23:20:05:26	2018:03:23:20:05:26	V	
#293h	COUNTER	HELADERÍA		Helado Dolcetto		paq. de 30	1.93366666666667	2.5	30		2018:03:23:20:05:37	2018:03:23:20:05:37	V	
#294h	COUNTER	HELADERÍA		Helado Sublime		paq. de 30	1.92166666666667	2.5	27		2018:03:23:20:05:49	2018:03:23:20:05:49	V	
